Property Name,Property Type,Address,City,County,State,ZIP Code,Latitude,Longitude,Floor Area (ft^2),Reported Floor Area (ft^2),Year Built,Benchmarking Year,ENERGY STAR Score,Site EUI (kBtu/ft^2),Source EUI (kBtu/ft^2),Weather Normalized Site EUI (kBtu/ft^2),Weather Normalized Source EUI (kBtu/ft^2),Direct GHG Emissions (MtCO2e),Indirect GHG Emissions (MtCO2e),Total GHG Emissions (MtCO2e),Water Use Intensity (gal/ft^2),Parcel
One Maritime Plaza,,300 CLAY ST,San Francisco,San Francisco,CA,94111,37.795189,-122.399206,622267,,,2014,83,73.2,171.2,77,175.1,,,3216.9,,0204/021
Four Maritime Plaza,,250 CLAY ST,San Francisco,San Francisco,CA,94111,37.795303,-122.398423,13491,,,2014,,46.4,94.6,52.9,96,,,41.7,,0204/023
447 BATTERY ST,,447 BATTERY ST,San Francisco,San Francisco,CA,94111,37.795525,-122.400445,20154,,,2014,,62.6,148.2,65.9,151.7,,,89.6,,0206/002
500 Sansome,,500 SANSOME ST,San Francisco,San Francisco,CA,94111,37.795098,-122.401559,155817,,,2014,100,27.9,56,32.2,60.4,,,287.5,,0206/008
425 Washington,,425 WASHINGTON ST,San Francisco,San Francisco,CA,94111,37.795813,-122.400975,12000,,,2014,,53.9,162.2,53.4,158,,,51.6,,0206/014
423 WASHINGTON ST,,423 WASHINGTON ST,San Francisco,San Francisco,CA,94111,37.795831,-122.400842,15512,,,2014,66,45,141.4,45,141.4,,,57,,0206/018
Club Quarters,,425 Battery St.,San Francisco,San Francisco,CA,94111,37.795258,-122.400389,138810,,,2014,,62.6,155.4,62.1,153.7,,,630.8,,0206/025
Pyramid Center,,600 MONTGOMERY ST,San Francisco,San Francisco,CA,94111,37.794677,-122.403142,571527,,,2014,88,134,206.6,134,206.6,,,4327.6,,0207/032
545 Sansome St,,545 SANSOME ST,San Francisco,San Francisco,CA,94111,37.795466,-122.401631,51213,,,2014,84,25.8,72.2,28.1,75.9,,,101.7,,0207/035
517 WASHINGTON ST,,517 WASHINGTON ST,San Francisco,San Francisco,CA,94111,37.795657,-122.402205,21651,,,2014,,,,,,,,,,0207/036
505 Sansome,,505 SANSOME ST,San Francisco,San Francisco,CA,94111,37.795082,-122.401556,218119,,,2014,95,37.4,112.8,38,113.5,,,651.1,,0207/037
Hilton San Francisco - Financial District,,750 KEARNY ST,San Francisco,San Francisco,CA,94111,,,443430,,,2014,68,103.4,220.1,104.8,221.5,,,2267.1,,0208/024
Montgomery Building Inc.,,601 MONTGOMERY ST,San Francisco,San Francisco,CA,94111,37.794864,-122.403181,213374,,,2014,,,,,,,,,,0208/026
838 GRANT AVE,,838 GRANT AVE,San Francisco,San Francisco,CA,94108,37.794758,-122.406405,62370,,,2014,,17.3,50.2,17.8,51.4,,,84.5,,0209/005
925 STOCKTON ST,,925 STOCKTON ST,San Francisco,San Francisco,CA,94108,37.794356,-122.407974,16327,,,2014,84,15.9,33.5,17.9,35.6,,,17.5,,0211/002
865 STOCKTON ST,,865 STOCKTON ST,San Francisco,San Francisco,CA,94108,37.793896,-122.407874,13136,,,2014,,,,,,,,,,0224/001
843 STOCKTON ST,,843 STOCKTON ST,San Francisco,San Francisco,CA,94108,37.793784,-122.407846,12264,,,2014,,,,,,,,,,0224/002
827 STOCKTON ST,,827 STOCKTON ST,San Francisco,San Francisco,CA,94108,37.7935,-122.407795,16716,,,2014,,,,,,,,,,0224/004
733 GRANT AVE,,733 GRANT AVE,San Francisco,San Francisco,CA,94108,37.793831,-122.40623,14700,,,2014,,,,,,,,,,0225/003
725 GRANT AVE,,725 GRANT AVE,San Francisco,San Francisco,CA,94108,37.793712,-122.406205,16131,,,2014,,,,,,,,,,0225/004
505 Montgomery,,505 MONTGOMERY ST,San Francisco,San Francisco,CA,94111,37.794119,-122.403039,374979,,,2014,81,53.6,140,54.8,139.6,,,1456.6,,0227/005
640 Sacramento Street,,640 SACRAMENTO ST,San Francisco,San Francisco,CA,94111,37.793689,-122.403737,28051,,,2014,27,120.1,219,120.1,219,,,214.4,,0227/011
660 Sacramento St./657 Commercial St.,,657 COMMERCIAL ST,San Francisco,San Francisco,CA,94111,37.794093,-122.404067,18058,,,2014,,28.8,71.9,30.9,74.1,,,37.9,,0227/014
East West Bank at 555 Montgomery St.,,555 MONTGOMERY ST,San Francisco,San Francisco,CA,94111,37.794421,-122.403096,261732,,,2014,95,35.6,100.3,37,101.7,,,719.2,,0227/048
Self-Help for the Elderly,,407 SANSOME ST,San Francisco,San Francisco,CA,94111,37.794101,-122.401364,14300,,,2014,,,,,,,,,,0228/003
401 SANSOME ST,,401 SANSOME ST,San Francisco,San Francisco,CA,94111,37.794058,-122.401355,11740,,,2014,97,29.9,40.6,34.1,44.7,,,20.1,,0228/004
558 SACRAMENTO ST,,558 SACRAMENTO ST,San Francisco,San Francisco,CA,94111,37.79386,-122.402362,11500,,,2014,,,,,,,,,,0228/009
560 SACRAMENTO ST,,560 SACRAMENTO ST,San Francisco,San Francisco,CA,94111,37.793852,-122.402434,28840,,,2014,,23.5,62,25,63.7,,,50.6,,0228/010
565 COMMERCIAL ST,,565 COMMERCIAL ST,San Francisco,San Francisco,CA,94111,37.794277,-122.402694,28840,,,2014,,23.5,62,25,63.7,,,50.6,,0228/011
500 Montgomery Street,,500 MONTGOMERY ST,San Francisco,San Francisco,CA,94111,37.793939,-122.403004,17795,,,2014,63,55.2,133.7,60.1,138.9,,,70.5,,0228/013
529 COMMERCIAL ST,,529 COMMERCIAL ST,San Francisco,San Francisco,CA,94111,37.79436,-122.402024,11000,,,2014,,,,,,,,,,0228/018
550 Montgomery,,550 MONTGOMERY ST,San Francisco,San Francisco,CA,94111,37.794342,-122.403081,94533,,,2014,,,,,,,,,,0228/024
559 Clay Street,,559 CLAY ST,San Francisco,San Francisco,CA,94111,37.794742,-122.402623,16983,,,2014,17,70.8,146,70.8,146,,,80.4,,0228/031
"MEPT 475 Sansome Street, LLC",,475 SANSOME ST,San Francisco,San Francisco,CA,94111,37.79473,-122.401487,461795,,,2014,93,40.5,119.6,41.7,120.8,,,1269,,0228/038
The Bently Reserve,,325 BATTERY ST,San Francisco,San Francisco,CA,94111,37.794379,-122.400201,197000,,,2014,87,66.6,153.4,70.9,157.9,,,920.4,,0229/003
450 Sansome Street,,450 SANSOME ST,San Francisco,San Francisco,CA,94111,37.794583,-122.401459,146611,,,2014,88,54.6,143,56.9,143.7,,,561.6,,0229/018
LeMeridien Hotel,,333 BATTERY ST,San Francisco,San Francisco,CA,94111,37.794737,-122.40028,340000,,,2014,69,63.5,139.6,64.8,139.7,,,1484.6,,0229/020
One Embarcadero Center,,1 EMBARCADERO CENTER,San Francisco,San Francisco,CA,94111,37.794716,-122.399233,1059539,,,2014,77,101.3,227.8,104.6,231.3,,,5862.1,,0230/028
Two Embarcadero Center,,2 EMBARCADERO CENTER,San Francisco,San Francisco,CA,94111,37.794869,-122.398065,1124443,,,2014,87,71.3,190.9,73.9,193.6,,,4186.7,,0231/023
Three Embarcadero Center,,3 EMBARCADERO CENTER,San Francisco,San Francisco,CA,94111,37.795021,-122.396867,1126589,,,2014,85,89.8,211.8,92.4,214.5,,,4944.2,,0232/016
Four Embarcadero Center,,4 EMBARCADERO CENTER,San Francisco,San Francisco,CA,94111,37.795146,-122.395816,1068638,,,2014,86,77.5,190.1,80.7,193.5,,,5272.7,,0233/044
Hyatt Regency San Francisco,,5 EMBARCADERO CENTER,San Francisco,San Francisco,CA,94111,37.795146,-122.395816,882977,,,2014,56,77.7,159.7,79.8,160.8,,,4582,,0234/017
16 California Street (8 Cal),,2 CALIFORNIA ST,San Francisco,San Francisco,CA,94111,37.793679,-122.396701,38597,,,2014,76,49.7,127.9,53.9,132.3,,,141.6,,0235/008
20 California Street,,20 CALIFORNIA ST,San Francisco,San Francisco,CA,94111,37.793648,-122.39695,58383,,,2014,93,22.9,72,22.9,72,,,109.2,,0235/009
50 California Street,,50 CALIFORNIA ST,San Francisco,San Francisco,CA,94111,37.793604,-122.397307,785149,,,2014,,,,,,,,,,0235/022
ACLU of Northern California,,39 Drumm Street,San Francisco,San Francisco,CA,94111,37.794162,-122.396561,47838,,,2014,95,43.4,97.4,42.6,94.9,,,144,,0235/025
222 FRONT ST,,222 FRONT ST,San Francisco,San Francisco,CA,94111,37.793751,-122.398869,23979,,,2014,,,,,,,,,,0236/006
Front Street Building LLC,,234 Front St,San Francisco,San Francisco,CA,94111,37.793897,-122.398897,24757,,,2014,,75.5,158.3,79.4,162.5,,,125.9,,0236/008
100 California,,100 CALIFORNIA ST,San Francisco,San Francisco,CA,94111,37.793501,-122.398002,305853,,,2014,91,50.5,138.5,52.9,140.9,,,1175.8,,0236/017
256 FRONT ST,,256 FRONT ST,San Francisco,San Francisco,CA,94111,37.79405,-122.398927,63400,,,2014,12,107.7,296.4,110.1,298.8,,,520.7,,0236/018
150 California Street,,150 CALIFORNIA ST,San Francisco,San Francisco,CA,94111,37.793399,-122.398511,249960,,,2014,88,61.7,148.8,63.9,150.5,,,1104.9,,0236/019
303 Sacramento Street,,251 FRONT ST,San Francisco,San Francisco,CA,94111,37.794113,-122.398939,12000,,,2014,1,173.7,374.3,176.1,371.5,,,142,,0237/001
200 California,,200 CALIFORNIA ST,San Francisco,San Francisco,CA,94111,37.793332,-122.399051,23770,,,2014,65,92.1,189.2,98.2,195.7,,,146.2,,0237/006
230 California,,230 CALIFORNIA ST,San Francisco,San Francisco,CA,94111,37.793296,-122.399344,45574,,,2014,3,186.8,372.5,189.8,375.6,,,561.5,,0237/008
244 California St.,,244 CALIFORNIA ST,San Francisco,San Francisco,CA,94111,37.793262,-122.399621,33317,,,2014,85,98.9,136.5,105.2,143,,,189.8,,0237/010
C&W Sakti 260 California,,260 CALIFORNIA ST,San Francisco,San Francisco,CA,94111,37.793241,-122.399795,52807,,,2014,,,,,,,,,,0237/011
353 Sacramento St.,,353 SACRAMENTO ST,San Francisco,San Francisco,CA,94111,37.794188,-122.399836,306883,,,2014,85,57,156.1,58.5,157.7,,,1330.5,,0237/014
275 Battery Street,,275 BATTERY ST,San Francisco,San Francisco,CA,94104,37.793939,-122.400105,588929,,,2014,91,45.8,133.6,47,134.8,,,1875.6,,0238/001
300 CALIFORNIA ST,,300 CALIFORNIA ST,San Francisco,San Francisco,CA,94104,37.79322,-122.399963,144380,,,2014,79,77.1,180.9,79.6,183.5,,,668.9,,0238/002
350 Sansome,,350 SANSOME ST,San Francisco,San Francisco,CA,94104,37.793699,-122.401281,116050,,,2014,,63.6,138.6,69.5,144.7,,,505.5,,0238/006
Union Bank 127 350 California,,370 CALIFORNIA ST,San Francisco,San Francisco,CA,94104,37.793109,-122.400819,348500,,,2014,93,49,112.3,51.1,114.5,,,1197,,0238/008
UB 001 400 California,,400 CALIFORNIA ST,San Francisco,San Francisco,CA,94104,37.793028,-122.401465,312620,,,2014,89,50.9,127.7,53.2,130.2,,,1155.1,,0239/003
400 Montgomery,,400 MONTGOMERY ST,San Francisco,San Francisco,CA,94104,37.793049,-122.402823,84602,,,2014,85,56.8,121.5,61.8,126.7,,,326.5,,0239/009
456 Montgomery,,456 MONTGOMERY ST,San Francisco,San Francisco,CA,94104,37.793395,-122.402894,270099,,,2014,94,37.1,104.3,38.5,106,,,791,,0239/012
199001 420 Montgomery Street,,464 CALIFORNIA ST,San Francisco,San Francisco,CA,94104,37.792914,-122.402347,380000,,,2014,95,46.7,113.7,,,,,1276.8,,0239/026
343 Sansome,,343 Sansome St,San Francisco,San Francisco,CA,94104,37.793616,-122.401264,316366,,,2014,94,39.2,123,39.2,123,,,869.1,,0239/030
451 Montgomery Street,,451 MONTGOMERY ST,San Francisco,San Francisco,CA,94104,37.793577,-122.402931,19575,,,2014,52,45,130.1,47.1,132.3,,,68.8,,0240/001
417 Montgomery Street,,417 MONTGOMERY ST,San Francisco,San Francisco,CA,94104,37.79338,-122.40289,95070,,,2014,86,39.6,105.5,43.4,110,,,293,,0240/002
Omni San Francisco,,500 CALIFORNIA ST,San Francisco,San Francisco,CA,94104,37.792803,-122.403163,250000,,,2014,17,101,219.9,103.8,223.2,,,1836.7,,0240/003
580 California Street,,580 California St,San Francisco,San Francisco,CA,94104,37.792687,-122.404069,364985,,,2014,89,55.6,141,56.1,140.3,,,302.9,,0240/007
530 KEARNY ST,,550 KEARNY ST,San Francisco,San Francisco,CA,94111,,,219981,,,2014,93,49,112.8,50.5,114.4,,,756.1,,0240/016
190480 550 California Street,,550 CALIFORNIA ST,San Francisco,San Francisco,CA,94104,37.792743,-122.40364,407312,,,2014,76,67.2,169.6,71.7,174.3,,,1654.5,,0240/020
660 CALIFORNIA ST,,660 CALIFORNIA ST,San Francisco,San Francisco,CA,94108,37.792508,-122.405452,13277,,,2014,,,,,,,,,,0241/011
680 CALIFORNIA ST,,680 CALIFORNIA ST,San Francisco,San Francisco,CA,94108,37.792476,-122.405692,34850,,,2014,,,,,,,,,,0241/012
616 GRANT AVE,,616 GRANT AVE,San Francisco,San Francisco,CA,94108,37.793009,-122.406058,13884,,,2014,,,,,,,,,,0241/014
650 California Street,,636 CALIFORNIA ST,San Francisco,San Francisco,CA,94108,37.79256,-122.405084,549255,,,2014,,,,,,,,,,0241/025
Columbia 600 California Office Properties,,600 CALIFORNIA ST,San Francisco,San Francisco,CA,94108,37.792607,-122.404706,446640,,,2014,81,62.2,185.1,63.1,185.9,,,1710.1,,0241/027
665 GRANT AVE,,665 GRANT AVE,San Francisco,San Francisco,CA,94108,37.79315,-122.406087,10114,,,2014,,,,,,,,,,0242/001
Far East Cafe,,631 GRANT AVE,San Francisco,San Francisco,CA,94108,37.792962,-122.406048,14175,,,2014,,,,,,,,,,0242/002
Charles Dunn - 720 California Street,,720 CALIFORNIA ST,San Francisco,San Francisco,CA,94108,37.792387,-122.406477,81065,,,2014,86,74.6,186.6,79.5,191.7,,,440.7,,0242/005
YMCA Chinatown,,855 SACRAMENTO ST,San Francisco,San Francisco,CA,94108,37.793285,-122.406895,50212,,,2014,,43.4,136.1,42.5,133.5,,,177.5,,0242/027
601 GRANT AVE,,601 GRANT AVE,San Francisco,San Francisco,CA,94108,37.79273,-122.406,19108,,,2014,,,,,,,,,,0242/055
601 GRANT AVE,,601 GRANT AVE,San Francisco,San Francisco,CA,94108,37.79273,-122.406,19108,,,2014,,,,,,,,,,0242/056
1230 PINE ST,,1230 PINE ST,San Francisco,San Francisco,CA,94109,37.790181,-122.416164,46032,,,2014,,,,,,,,,,0251/009
The Stanford Court,,901 CALIFORNIA ST,San Francisco,San Francisco,CA,94108,37.791994,-122.409633,272122,,,2014,,,,,,,,,,0255/001
Chen Properties - 717 California Street,,717 CALIFORNIA ST,San Francisco,San Francisco,CA,94108,37.792421,-122.406197,24166,,,2014,,40.1,118.2,40.3,116.2,,,76.5,,0257/001
Ritz Carlton San Francisco,,600 STOCKTON ST,San Francisco,San Francisco,CA,94108,37.791708,-122.40743,423706,,,2014,,,,,,,,,,0257/012
"TR601 California Corp, LLC",,601 CALIFORNIA ST,San Francisco,San Francisco,CA,94108,37.792611,-122.404667,281400,,,2014,66,65.1,160,65.1,160,,,1396.5,,0258/032
555 California,,555 CALIFORNIA ST,San Francisco,San Francisco,CA,94104,37.792739,-122.403669,1978104,,,2014,68,83.4,204.7,85,206.5,,,11499.5,,0259/026
315 Montgomery Street,,315 MONTGOMERY ST,San Francisco,San Francisco,CA,94104,37.792368,-122.40268,246955,,,2014,89,55.3,125.8,56.9,127.7,,,1021.5,,0259/029
425 California Street,,425 CALIFORNIA ST,San Francisco,San Francisco,CA,94104,37.793029,-122.40146,211344,,,2014,90,54.1,138.6,55,139.7,,,842.1,,0260/001
Bank of Orient,,233 SANSOME ST,San Francisco,San Francisco,CA,94104,37.792587,-122.401056,43130,,,2014,75,62.4,145.3,67.8,150.9,,,189.8,,0260/002
Shanghai Commercial Bank Building,,231 SANSOME ST,San Francisco,San Francisco,CA,94104,37.79247,-122.401032,24444,,,2014,81,48.7,117.2,47.5,113.3,,,90.3,,0260/003
217 SANSOME ST,,217 SANSOME ST,San Francisco,San Francisco,CA,94104,37.792378,-122.401013,10588,,,2014,,,,,,,,,,0260/004
332 PINE ST,,332 PINE ST,San Francisco,San Francisco,CA,94104,37.79204,-122.401451,51522,,,2014,87,27.9,66.2,32,70.5,,,102.2,,0260/006
340 PINE ST,,340 PINE ST,San Francisco,San Francisco,CA,94104,37.792019,-122.401611,61632,,,2014,,,,,,,,,,0260/007
354 Pine Street LLC,,348 PINE ST,San Francisco,San Francisco,CA,94104,37.791992,-122.401839,22692,,,2014,75,54.4,96,57.8,99.6,,,77.5,,0260/008
358 PINE ST,,358 PINE ST,San Francisco,San Francisco,CA,94104,37.791972,-122.402016,18312,,,2014,,,,,,,,,,0260/009
300 Montgomery Associates,,300 MONTGOMERY ST,San Francisco,San Francisco,CA,94104,37.792302,-122.402666,205076,,,2014,87,36.5,114.7,35.6,111.8,,,610.9,,0260/010
Merchants Exchange Building,,465 CALIFORNIA ST,San Francisco,San Francisco,CA,94104,37.792924,-122.402276,240000,,,2014,,,,,,,,,,0260/015
Insurance Exchange Building,,433 CALIFORNIA ST,San Francisco,San Francisco,CA,94104,37.792988,-122.401794,124656,,,2014,,,,,,,,,,0260/016
201 Sansome st,,201 Sansome st,San Francisco,San Francisco,CA,94104,37.792252,-122.400988,59189,,,2014,,,,,,,,,,0260/017
M & E LLC,,216 PINE ST,San Francisco,San Francisco,CA,94104,37.792217,-122.400137,45098,,,2014,,,,,,,,,,0261/005
220 Sansome,,200 SANSOME ST,San Francisco,San Francisco,CA,94104,37.792228,-122.400983,64104,,,2014,90,40.3,91.8,47.3,99.1,,,180.5,,0261/007
351 California Street,,351 CALIFORNIA ST,San Francisco,San Francisco,CA,94104,37.793106,-122.400841,137068,,,2014,79,54.1,140.8,58.8,146.1,,,564.2,,0261/010A
311 California,,311 CALIFORNIA ST,San Francisco,San Francisco,CA,94104,37.793176,-122.400302,89927,,,2014,71,41.1,101.7,44.3,105.6,,,281.9,,0261/015
Mandarin Hotel,,345 CALIFORNIA ST,San Francisco,San Francisco,CA,94104,37.793146,-122.400532,814226,,,2014,95,42.5,112.2,43.4,113.4,,,2611.9,,0261/017
Dalum Corporation,,130 BATTERY ST,San Francisco,San Francisco,CA,94111,37.792637,-122.399849,33863,,,2014,22,110.7,239.8,115.2,244.5,,,256.1,,0262/008
PR III 255 California LLC,,255 CALIFORNIA ST,San Francisco,San Francisco,CA,94111,37.793263,-122.399613,201531,,,2014,85,53.4,138.2,55.8,141.2,,,777.9,,0262/013
160 Pine,,100 BATTERY ST,San Francisco,San Francisco,CA,94111,37.792453,-122.399813,95289,,,2014,59,67.6,181.2,66.8,178.9,,,501.9,,0262/018
100 Pine,,100 PINE ST,San Francisco,San Francisco,CA,94111,37.792371,-122.399036,478830,,,2014,,62.9,151.1,64.2,151.1,,,2113.5,,0262/020
201 CALIFORNIA ST,,201 CALIFORNIA ST,San Francisco,San Francisco,CA,94111,37.793319,-122.399154,279248,,,2014,93,35.6,111.9,,,,,776.2,,0262/021
101 California,,101 CALIFORNIA ST,San Francisco,San Francisco,CA,94111,37.793416,-122.397991,1464955,,,2014,94,41.9,123,43.3,124.5,,,4564.9,,0263/011
One California Street,,1 CALIFORNIA ST,San Francisco,San Francisco,CA,94111,37.793517,-122.397083,607757,,,2014,94,53.9,127.9,58,132.3,,,2154.1,,0264/004
First Republic Bank Building,,111 PINE ST,San Francisco,San Francisco,CA,94111,37.792373,-122.399025,247000,,,2014,92,58.2,160.4,60.1,162.4,,,1096.9,,0266/001
22 Battery,,22 BATTERY ST,San Francisco,San Francisco,CA,94111,37.79149,-122.399623,73640,,,2014,83,52.1,131.2,56.9,136.2,,,280.3,,0266/006
98 Battery,,98 BATTERY ST,San Francisco,San Francisco,CA,94111,37.79199,-122.399718,75272,,,2014,47,93.5,219.1,93,214.1,,,497.6,,0266/008
One Front Street,,444 MARKET ST,San Francisco,San Francisco,CA,94111,37.791487,-122.398591,755069,,,2014,95,54.7,138.1,55.3,137.1,,,3021.1,,0266/009
Silver Creek - 221 Pine St,,99 BATTERY ST,San Francisco,San Francisco,CA,94104,37.792266,-122.399776,26808,,,2014,,,,,,,,,,0267/001
77 Battery Street,,77 BATTERY ST,San Francisco,San Francisco,CA,94104,37.792087,-122.399738,20500,,,2014,51,67.6,193.9,69.9,196.3,,,107.9,,0267/002
65 Battery Street,,65 BATTERY ST,San Francisco,San Francisco,CA,94104,37.791989,-122.399718,15406,,,2014,,77.4,243,75.1,235.7,,,97.2,,0267/003
The Shell Building,,100 BUSH ST,San Francisco,San Francisco,CA,94104,37.791275,-122.399998,263394,,,2014,,,,,,,,,,0267/004
The Heineman Building (130 Bush St),,130 BUSH ST,San Francisco,San Francisco,CA,94104,37.791254,-122.400187,13000,,,2014,,,,,,,,,,0267/009
Adam Grant Building,,114 SANSOME ST,San Francisco,San Francisco,CA,94104,37.791412,-122.400806,179703,,,2014,,,,,,,,,,0267/010
KINGS BLDG,,140 SANSOME ST,San Francisco,San Francisco,CA,94104,37.79166,-122.40086,20000,,,2014,,39.5,112.1,39.5,112.1,,,61.2,,0267/011
235 Pine,,235 PINE ST,San Francisco,San Francisco,CA,94104,37.792185,-122.400374,222853,,,2014,91,45.1,121.2,47.3,123.4,,,644.8,,0267/015
180 Sansome Street,,160 SANSOME ST,San Francisco,San Francisco,CA,94104,37.791848,-122.400901,110748,,,2014,77,59.5,126.6,59.5,126.6,,,461.4,,0267/016
301 Pine,,301 PINE ST,San Francisco,San Francisco,CA,94104,37.792054,-122.401344,25452,,,2014,,,,,,,,,,0268/001
Stock Exchange Tower,,155 SANSOME ST,San Francisco,San Francisco,CA,94104,37.791654,-122.400859,72168,,,2014,,,,,,,,,,0268/001A
115 Sansome Street,,200 BUSH ST,San Francisco,San Francisco,CA,94104,37.791168,-122.400937,135805,,,2014,99,31.3,68,34.4,71.8,,,314.1,,0268/002
The Mills Building,,220 BUSH ST,San Francisco,San Francisco,CA,94104,37.791134,-122.401189,628264,,,2014,96,41.6,107.1,44.7,110.4,,,1838.7,,0268/006
Exchange Block Building,,369 PINE ST,San Francisco,San Francisco,CA,94104,37.791961,-122.402107,68194,,,2014,91,49.7,108.9,54.3,113.8,,,232.5,,0268/012
MIREF 250 Montgomery LLC,,250 MONTGOMERY ST,San Francisco,San Francisco,CA,94104,37.791521,-122.402509,130326,,,2014,88,51.1,128.7,53.3,130.9,,,486.9,,0268/017
Russ Building,,235 MONTGOMERY ST,San Francisco,San Francisco,CA,94104,37.791401,-122.402485,589863,,,2014,98,40.9,109.5,42.9,111.8,,,1633.5,,0269/001
364 BUSH ST,,364 BUSH ST,San Francisco,San Francisco,CA,94104,37.790826,-122.403527,12014,,,2014,,,,,,,,,,0269/004
471 PINE ST,,471 PINE ST,San Francisco,San Francisco,CA,94104,37.791785,-122.403589,12760,,,2014,97,15.9,49.8,17.3,54.4,,,16.5,,0269/021
346 KEARNY ST,,346 KEARNY ST,San Francisco,San Francisco,CA,94108,37.79147,-122.404204,14867,,,2014,,,,,,,,,,0269/027
333-343 Kearny St,,333 KEARNY ST,San Francisco,San Francisco,CA,94108,37.791317,-122.404169,20600,,,2014,,,,,,,,,,0270/002
410-Stephens Institute,,410 BUSH ST,San Francisco,San Francisco,CA,94108,37.790697,-122.404484,43557,,,2014,,69.2,158.6,69.2,158.6,,,224.7,,0270/007
R1005 CO 430 Bush,,430 BUSH ST,San Francisco,San Francisco,CA,94108,37.790661,-122.404784,159383,,,2014,,39.5,124.1,39.5,124.1,,,513.7,,0270/037
R1009,,555 PINE ST,San Francisco,San Francisco,CA,94108,37.791602,-122.405032,124968,,,2014,,,,,,,,,,0270/039
455-465 Grant,,465 GRANT AVE,San Francisco,San Francisco,CA,94108,37.791183,-122.405688,29489,,,2014,,59.6,89.3,66.6,96.7,,,104,,0271/001
625 PINE ST,,625 PINE ST,San Francisco,San Francisco,CA,94108,37.791443,-122.406248,12756,,,2014,,,,,,,,,,0271/001B
445 Grant,,445 Grant Ave,San Francisco,San Francisco,CA,94108,37.790992,-122.405645,24800,,,2014,31,63.1,181.9,65,184,,,122.1,,0271/001C
564 BUSH ST,,564 BUSH ST,San Francisco,San Francisco,CA,94108,37.790454,-122.406536,14150,,,2014,,,,,,,,,,0271/012
Worldmark at San Francisco,,586 BUSH ST,San Francisco,San Francisco,CA,94108,37.790403,-122.406954,56954,,,2014,79,40,81.4,40,81.4,,,151.5,,0271/015
635 PINE ST,,635 PINE ST,San Francisco,San Francisco,CA,94108,37.791397,-122.406597,45749,,,2014,,,,,,,,,,0271/023
530 Bush,,530 BUSH ST,San Francisco,San Francisco,CA,94108,37.790509,-122.406076,119679,,,2014,84,59.6,149.9,61.6,152,,,505.3,,0271/027
EXECUTIVE HOTEL VITNAGE COURT LLC,,650 BUSH ST,San Francisco,San Francisco,CA,94108,37.79026,-122.408055,46067,,,2014,,,,,,,,,,0272/006
St. Francis Memorial Hospital - 900 Hyde Street,,900 HYDE ST,San Francisco,San Francisco,CA,94109,37.789561,-122.417112,446031,,,2014,73,169.2,344.3,175.8,351.3,,,5019.6,,0277/025
