Property Name,Property Type,Address,City,County,State,ZIP Code,Latitude,Longitude,Floor Area (ft^2),Reported Floor Area (ft^2),Year Built,Benchmarking Year,ENERGY STAR Score,Site EUI (kBtu/ft^2),Source EUI (kBtu/ft^2),Weather Normalized Site EUI (kBtu/ft^2),Weather Normalized Source EUI (kBtu/ft^2),Direct GHG Emissions (MtCO2e),Indirect GHG Emissions (MtCO2e),Total GHG Emissions (MtCO2e),Water Use Intensity (gal/ft^2),ENERGY STAR Certification Years,Tax Parcel
582-596 Commonwealth Avenue (590 Comm / 712 Bea),Laboratory,582-596 Commonwealth Avenue (590 Comm / 712 Bea),Boston,Suffolk,MA,2215,,,280838,,1983,2014,,360.4,,,,,,7078.8,17.36,,504135010
605-615 Commonwealth Avenue (2 Silber Way),College/University,605-615 Commonwealth Avenue (2 Silber Way),Boston,Suffolk,MA,2215,,,85000,,1981,2014,,92.5,,,,,,521.2,5.38,,504081000
61 Brookline ave,Residence Hall/Dormitory,61-65 brookline ave,Boston,Suffolk,MA,2215,,,95325,,1930,2014,42,95.6,,,,,,671.8,3.64,,
622-640 Commonwealth Avenue,College/University,622-640 Commonwealth Avenue,Boston,Suffolk,MA,2215,,,84022,,1902,2014,,100.6,,,,,,602.7,61.63,,2100348000
631-639 Commonwealth Avenue,College/University,631-639 Commonwealth Avenue,Boston,Suffolk,MA,2215,,,113621,,1957,2014,,,,,,,,722.4,11.94,,504089000
645-665 Commonwealth Avenue,,645-665 Commonwealth Avenue,Boston,Suffolk,MA,2215,,,,,1977,2014,,,,,,,,0.3,,,2100360001
648 Beacon Street,Medical Office,648 Beacon Street,Boston,Suffolk,MA,2215,,,49950,,1942,2014,76,80.4,,,,,,287.9,11.34,,503749000
64-86 Cummington Street,College/University,64-86 Cummington Street,Boston,Suffolk,MA,2215,,,49163,,1909,2014,,44.4,,,,,,195.3,5.53,,2100281000
660 Beacon Street,Retail Store,660 Beacon Street,Boston,Suffolk,MA,2215,,,74431,,1909,2014,,,,,,,,0,,,503752000
664 Malvern Street,Other - Stadium,664 Malvern Street,Boston,Suffolk,MA,2215,,,73500,,1962,2014,,,,,,,,1.9,4.99,,
675-725 Commonwealth Avenue,College/University,675-725 Commonwealth Avenue,Boston,Suffolk,MA,2215,,,328045,,1938,2014,,122.2,,,,,,2699.2,11.82,,25887291000
6-8 St. Mary's Street,Laboratory,6-8 St. Mary's Street,Boston,Suffolk,MA,2215,,,289059,,1997,2014,,279.6,,,,,,5889.9,27.21,,
700 Commonwealth Avenue,Residence Hall/Dormitory,700 Commonwealth Avenue,Boston,Suffolk,MA,2215,,,636611,,1966,2014,4,217.3,,,,,,6148.9,,,2100347001
722-728 Commonwealth Avenue,Residence Hall/Dormitory,722-728 Commonwealth Avenue,Boston,Suffolk,MA,2215,,,87469,,1974,2014,80,89.6,,,,,,461.5,68.46,,
730-732 Commonwealth Avenue,Laboratory,730-732 Commonwealth Avenue,Boston,Suffolk,MA,2215,,,58264,,1990,2014,,435.5,,,,,,1226.4,12.64,,
745-755 Commonwealth Avenue,College/University,745-755 Commonwealth Avenue,Boston,Suffolk,MA,2215,,,114978,,1947,2014,,138.2,,,,,,1080,1.7,,25887291000
750 Commonwealth Avenue,,Boston University,Boston,Suffolk,MA,2215,,,,,2013,2014,,,,,,,,0,,,
765 Commonwealth Avenue,College/University,765 Commonwealth Avenue,Boston,Suffolk,MA,2215,,,167671,,1964,2014,,137.4,,,,,,1562.2,1.71,,25887291000
771 Commonwealth Avenue,Library,771 Commonwealth Avenue,Boston,Suffolk,MA,2215,,,218657,,1966,2014,,106.7,,,,,,1581.1,1.32,,25887291000
775 Commonwealth Avenue,College/University,775 Commonwealth Avenue,Boston,Suffolk,MA,2215,,,202105,,1963,2014,,,,,,,,0,,,25887291000
785 Commonwealth Avenue (1 University Road),College/University,785 Commonwealth Avenue (1 University Road),Boston,Suffolk,MA,2215,,,54767,,1931,2014,,141.3,,,,,,504.7,12.34,,2100392000
808 Commonwealth Avenue,Museum,808 Commonwealth Avenue,Boston,Suffolk,MA,2215,,,269337,,1928,2014,,98.8,,,,,,1240,7.61,,
855 Commonwealth Avenue,College/University,855 Commonwealth Avenue,Boston,Suffolk,MA,2215,,,207318,,1919,2014,,,,,,,,1486,11.29,,2100397000
856-862 Beacon Street,Multifamily Housing,856-862 Beacon Street,Boston,Suffolk,MA,2215,,,35364,,1985,2014,17,125.9,,,,,,251.4,17.86,,
871 Commonwealth Avenue,College/University,871 Commonwealth Avenue,Boston,Suffolk,MA,2215,,,95968,,1926,2014,,99.7,,,,,,601.3,7.09,,2100398000
881 Commonwealth Avenue,Office,881 Commonwealth Avenue,Boston,Suffolk,MA,2215,,,107773,,1915,2014,,,,,,,,0,,,2100399000
91 Bay State Road,Residence Hall/Dormitory,91 Bay State Road,Boston,Suffolk,MA,2215,,,118821,,1923,2014,,,,,,,,654.5,46.56,2013,503743000
915 Commonwealth Avenue,Fitness Center/Health Club/Gym,915 Commonwealth Avenue,Boston,Suffolk,MA,2215,,,286901,,2004,2014,,174.3,,,,,,3728,26.35,,2100401000
925 Commonwealth Avenue,Indoor Arena,925 Commonwealth Avenue,Boston,Suffolk,MA,2215,,,548634,,2004,2014,,154.3,,,,,,3501.1,24.93,,2100401000
983-985 Commonwealth Avenue,Office,983-985 Commonwealth Avenue,Boston,Suffolk,MA,2215,,,36865,,1981,2014,13,157.3,,,,,,429.9,5.62,,
Activities Building,College/University,180 Riverway,Boston,Suffolk,MA,2215,,,98044,,1967,2014,,61.3,,,,,,510.9,23.7,,402000000
ARTS ACADEMY,K-12 School,174 Ipswich St.,Boston,Suffolk,MA,2215,,,129800,,1998,2014,59,65.5,,,,,,592.4,0.62,,
Babcock Tower,Multifamily Housing,270 Babcock Street,Boston,Suffolk,MA,2215,,,181040,,1972,2014,9,85.7,,,,,,1117.9,44.14,,2100470000
Back Bay Maitenence,Other,440 Park Dr,Boston,Suffolk,MA,2215,,,10822,,2000,2014,,52,,,,,,36.7,0.29,,
BIDMC East && West Campus,Hospital (General Medical & Surgical),330 Brookline Ave.,Boston,Suffolk,MA,2215,,,2921603,,1975,2014,,322.7,,,,,,56693.7,24.51,,0401862000;0401861000;0401944000;0401954000;0401964001;0401942000
BIDMC Research North,Laboratory,95 Brookline Ave,Boston,Suffolk,MA,2215,,,114681,,1994,2014,,322.4,,,,,,2822.6,27.35,,2100067000
Boston location,Urgent Care/Clinic/Other Outpatient,1055 Commonwealth Ave,Boston,Suffolk,MA,2215,,,63930,,1920,2014,,119.5,,,,,,372.5,9.81,,2100473000
Boylston,Multifamily Housing,1163 Boylston St,Boston,Suffolk,MA,2215,,,174700,,1920,2014,23,124.8,,,,,,1412.1,67.1,,504178000
Braemore Condominium,,464-466 Commonwealth Avenue,Boston,Suffolk,MA,2215,,,,,1982,2014,,,,,,,,0,,,503916000
Campus Center and Student Residence,Residence Hall/Dormitory,150 Riverway,Boston,Suffolk,MA,2215,,,58000,,2008,2014,79,112.4,,,,,,346.5,0.96,,402000000
Cyprus,Multifamily Housing,829 833 Beacon St,Boston,Suffolk,MA,2215,,,51634,,1920,2014,,67.2,,,,,,214.2,,,2100170000
DFCI - Dana Building,Other,44 Binney st,Boston,Suffolk,MA,2215,,,462085,,1975,2014,,392.8,,,,,,11129.8,14.67,,401913000
DFCI - Jimmy Fund Building,Other,35 Binney Street,Boston,Suffolk,MA,2215,,,101514,,1952,2014,,603.6,,,,,,4263.9,52.33,,401898000
DFCI - Mayer Building,Other,420 Brookline Ave,Boston,Suffolk,MA,2215,,,121516,,1986,2014,,418.2,,,,,,3611.8,27.23,,
DFCI - Smith Building,Other,1 Jimmy Fund Way,Boston,Suffolk,MA,2215,,,455582,,1995,2014,,619.6,,,,,,13734.2,98.54,,401919000
DFCI - Yawkey Building,Medical Office,450 Brookline ave,Boston,Suffolk,MA,2215,,,291451,,2010,2014,4,413.7,,,,,,8350.5,15.91,,401916000
Family Justice Center,Social/Meeting Hall,989 Commonwealth Ave,Boston,Suffolk,MA,2215,,,35000,,2000,2014,,,,,,,,,1.12,,
Fenmore Condominium,Multifamily Housing,"1109-1111 Boylston Street, 50, 52, 56, 60 and 64 Charlesgate East",Boston,Suffolk,MA,2215,,,107517,,1930,2014,51,125.3,,,,,,797,81.4,,504165000
Fens Stadium,Other,Parkdrath St Fld,Boston,Suffolk,MA,2215,,,1000,,2000,2014,,313.6,,,,,,30.3,,,
Fenway By The Park Condominium,Multifamily Housing,125-131 Park Drive,Boston,Suffolk,MA,2215,,,49150,,1950,2014,58,111.5,,,,,,324.2,45.73,,504275000
Fenway Park,Stadium (Open),4 Yawkey Way,Boston,Suffolk,MA,2215,,,687589,,1912,2014,,107.2,,,,,,6133.2,,,
Fenway Views Condominium,Multifamily Housing,"104, 106 &108 Peterborough Street, 51-67 Kilmarnock Street",Boston,Suffolk,MA,2215,,,44927,,1990,2014,55,94.6,,,,,,263.3,70.42,,2100033010
Harvard School of Public Health - Shattuck Int'l House,Multifamily Housing,203 Park Drive,Boston,Suffolk,MA,2215,,,60077,,1920,2014,88,64.8,,,,,,249.4,31.84,2014;2013;2012;2006,2100005010
Harvard Vanguard Medical Associates,Medical Office,133 brookline Ave,Boston,Suffolk,MA,2215,,,380667,,1900,2014,,206.4,,,,,,4507.2,,,2100074000
Hotel Commonwealth,Hotel,500 Commonwealth Ave.,Boston,Suffolk,MA,2215,,,184208,,2002,2014,20,126.4,,,,,,1702.1,59.34,,503952100
HUH - Trilogy (170 Brookline Ave),Multifamily Housing,170 Brookline Avenue,Boston,Suffolk,MA,2215,,,142773,,2006,2014,21,68.4,,,,,,741.8,39.69,,2100051018
Kenmore Tower Corporation: 566 Commonwealth Avenue,Multifamily Housing,566 Commonwealth Avenue,Boston,Suffolk,MA,2215,,,176000,,1965,2014,32,80.7,,,,,,1087,22.65,,504140001
Landmark Center,Office,401 Park Drive,Boston,Suffolk,MA,2215,,,1003987,,1928,2014,86,104.1,,,,,,8687.5,15.1,2014;2013,2100077000
Lincoln Halls at Park Drive Condominium,Multifamily Housing,11-15 Park Drive,Boston,Suffolk,MA,2215,,,52865,,1920,2014,75,83.6,,,,,,264.8,36.91,,504213000
Longwood Galleria,Mixed Use Property,400 Brookline Avenue,Boston,Suffolk,MA,2215,,,295857,,1969,2014,,154.4,,,,,,3815.2,62.62,,401914000
MCKINLEY MILMORE,K-12 School,97 Peterborough St.,Boston,Suffolk,MA,2215,,,19819,,1929,2014,92,66.8,,,,,,80.5,0.76,,
MCKINLEY ST MARYS,K-12 School,50 St. Marys St.,Boston,Suffolk,MA,2215,,,17299,,1923,2014,99,46.3,,,,,,50.1,0.84,,
Medical Area Total Energy Plant,Energy/Power Station,474 Brookline Avenue,Boston,Suffolk,MA,2215,,,259500,,1980,2014,,103.4,,,,,,1940.9,3.49,,401930000
Park Associates,Multifamily Housing,231 Park Drive,Boston,Suffolk,MA,2215,,,40000,,1920,2014,6,170.3,,,,,,424.4,76.03,,2100029000
Peabody Hall,Residence Hall/Dormitory,210 Riverway,Boston,Suffolk,MA,2215,,,60656,,1910,2014,78,86.8,,,,,,332.4,1.69,,401998000
Peterborough Housing: Peterborough Housing,Multifamily Housing,82 Peterborough Street,Boston,Suffolk,MA,2215,,,225592,,1978,2014,58,75.9,,,,,,1300.7,45.83,,504305000
PHS-BWH-Boston Lying In,Outpatient Rehabilitation/Physical Therapy,221 Longwood Avenue,Boston,Suffolk,MA,2215,,,247418,,1930,2014,,415.7,,,,,,7150,19.81,,401845000
Queensberry Court Condominium,Multifamily Housing,62-66 Queensberry St,Boston,Suffolk,MA,2215,,,48000,,1920,2014,100,16.2,,,,,,73.6,46.12,,504283000
Riverway House,Residence Hall/Dormitory,160-162 Riverway,Boston,Suffolk,MA,2215,,,36940,,1910,2014,88,51.5,,,,,,137.5,3.03,,402000000
Riverway Square Condominium,Multifamily Housing,even only 114-122 Riverway,Boston,Suffolk,MA,2215,,,64400,,1920,2014,95,64.8,,,,,,264.6,25.87,,402005000
Somerset Condominium,Multifamily Housing,"400, 416, 418 Commonwealth Ave, 429 Newbury Street",Boston,Suffolk,MA,2215,,,155880,,1897,2014,67,63,,,,,,835.5,30.02,,503809000
The Charlesview Condominium,Other - Lodging/Residential,534 Beacon Street,Boston,Suffolk,MA,2215,,,518155,,2001,2014,,7.5,,,,,,283.3,114.77,,503703000
The Eliot Hotel,,370 Commonwealth avenue,Boston,Suffolk,MA,2215,,,,,1925,2014,,,,,,,,,,,503800000
The Viridian,Multifamily Housing,1282 Boylston Street,Boston,Suffolk,MA,2215,,,359560,,2014,2014,100,15.5,,,,,,374.9,1.48,,504225000
Windsor Place Condominium,Multifamily Housing,"388, 390 and 396 Commonwealth Avenue",Boston,Suffolk,MA,2215,,,120295,,1897,2014,69,75.3,,,,,,625.6,30.84,,503810000
MA0153ZZ - TP O'NEILL FED BLDG,Office,10 CAUSEWAY STREET,Boston,Suffolk,MA,2222,,,847497,,1986,2014,97,40,,,,,,2658.5,5.81,2014;2012;2011;2005;2000,301920000
83 Ivy Street,Multifamily Housing,83 Ivy Street,Boston,Suffolk,MA,2446,,,39700,,1981,2014,100,,,,,,,1.2,,,
830-846 Commonwealth Avenue,Strip Mall,830-846 Commonwealth Avenue,Boston,Suffolk,MA,2446,,,36153,,1966,2014,,45.6,,,,,,135.1,4.06,,
882-888 Commonwealth Avenue,Office,882-888 Commonwealth Avenue,Boston,Suffolk,MA,2446,,,99352,,1921,2014,100,20.4,,,,,,154.7,32.84,,
890 Commonwealth Avenue,College/University,890 Commonwealth Avenue,Boston,Suffolk,MA,2446,,,72389,,1995,2014,,90.3,,,,,,446.9,16.01,,
900-940 Commonwealth Avenue,Other - Education,900-940 Commonwealth Avenue,Boston,Suffolk,MA,2446,,,233000,,1991,2014,,4.3,,,,,,71.8,,,
910 Commonwealth Avenue,Office,910 Commonwealth Avenue,Boston,Suffolk,MA,2446,,,45500,,1950,2014,98,46.5,,,,,,172.9,2.3,,
Boston College   (BERDO),College/University,140 Commonwealth Ave,Boston,Suffolk,MA,2467,,,3277901,,1863,2014,,88,,,,,,23247.4,22.92,,2102473001
Chestnut Village Condominium Trust,Multifamily Housing,"8-48 & 64-76 Bryon Rd, 15-46 Westgate Rd",Boston,Suffolk,MA,2467,,,268192,,1967,2014,,,,,,,,0,,,2007012000;2007011200
Hancock Village,Multifamily Housing,298 Independence Drive,Boston,Suffolk,MA,2467,,,234741,,1942,2014,1,201.5,,,,,,2536.2,,,
Village at Chestnut Hill,,631 VFW Parkway,Boston,Suffolk,MA,2467,,,,,1947,2014,,,,,,,,0,,,2007833020
Waterworks (Watermark): 2400 Beacon Street,Multifamily Housing,2400 Beacon Street,Boston,Suffolk,MA,2467,,,187885,,2006,2014,94,42.4,,,,,,543.4,22.07,,2102439200
Orchard Gardens,Multifamily Housing,25 Ambrose Street,Boston,Suffolk,MA,2481,,,400000,,1900,2014,100,14,,,,,,324.4,5.53,,802195020
Wilder Gardens,Multifamily Housing,36 Bishop Joe L. Smith Way,Boston,Suffolk,MA,2112,,,70756,,1920,2014,78,75.3,,,,,,343.3,50.72,,1400731000
PHS-Spaulding Rehabilitation Hospital- North End,Hospital (General Medical & Surgical),70 Fulton Street,Boston,Suffolk,MA,2109,,,48098,,1960,2014,,,,,,,,0,,,
North End Garage,Parking,600 Commercial St.,Boston,Suffolk,MA,2109,,,206277,,1925,2014,,4.2,,,,,,83.7,0.1,,301937000
Museum of Science,Museum,8 Charles River Dam,Boston,Suffolk,MA,2114,,,714861,,1951,2014,,118.3,,,,,,3946,22.56,,301290002
101 CHARLESTOWN,Multifamily Housing,,Boston,Suffolk,MA,,,,835225,,,2014,,150.3,,,,,,7710.9,8.5,,
104 LENOX,Multifamily Housing,,Boston,Suffolk,MA,,,,195432,,,2014,,189,,,,,,2206.5,8.4,,
106 CATHEDRAL,Multifamily Housing,,Boston,Suffolk,MA,,,,379000,,,2014,,112.2,,,,,,2773.3,8.9,,
111 WHITTIER,Multifamily Housing,,Boston,Suffolk,MA,,,,159200,,,2014,,133.1,,,,,,1335,9.3,,
114 ALICE TAYLOR,Multifamily Housing,,Boston,Suffolk,MA,,,,356918,,,2014,,117.4,,,,,,2637.6,10.6,,
123 ME MCCORMACK,Multifamily Housing,,Boston,Suffolk,MA,,,,812800,,,2014,,178.8,,,,,,8727.4,7.4,,
124 OLD COLONY,Multifamily Housing,,Boston,Suffolk,MA,,,,442790,,,2014,,113.6,,,,,,3091.5,6.7,,
158 WEST NEWTON,Multifamily Housing,,Boston,Suffolk,MA,,,,108000,,,2014,,53.4,,,,,,558,6.8,,
174 RUTLAND,Multifamily Housing,,Boston,Suffolk,MA,,,,11200,,,2014,,242.1,,,,,,159.7,7,,
182/295 COMMONWEALTH Family & Elderly,Multifamily Housing,,Boston,Suffolk,MA,,,,470262,,,2014,,77.9,,,,,,2281,6.9,,
189 FRANKLIN FIELD,Multifamily Housing,,Boston,Suffolk,MA,,,,402572,,,2014,,71.8,,,,,,1994.4,7.2,,
193 HIGHLAND PARK,Multifamily Housing,,Boston,Suffolk,MA,,,,29367,,,2014,,155.3,,,,,,266.6,8.9,,
226 POND STREET,Multifamily Housing,,Boston,Suffolk,MA,,,,21500,,,2014,,564.7,,,,,,688.2,7.3,,
227 ANNAPOLIS,Multifamily Housing,,Boston,Suffolk,MA,,,,27000,,,2014,,188.4,,,,,,313.5,8,,
228 ASHMONT,Multifamily Housing,,Boston,Suffolk,MA,,,,26000,,,2014,,306.3,,,,,,466.9,8.9,,
229 HOLGATE,Multifamily Housing,,Boston,Suffolk,MA,,,,40000,,,2014,,248.8,,,,,,607.4,8.4,,
230 FOLEY,Multifamily Housing,,Boston,Suffolk,MA,,,,47500,,,2014,,148.8,,,,,,470.5,5.8,,
232 GROVELAND,Multifamily Housing,,Boston,Suffolk,MA,,,,29500,,,2014,,70.4,,,,,,201,4.9,,
234 DAVISON,Multifamily Housing,,Boston,Suffolk,MA,,,,37050,,,2014,,31.2,,,,,,111.9,4.8,,
235 WASHINGTON STREET,Multifamily Housing,,Boston,Suffolk,MA,,,,40500,,,2014,,189.8,,,,,,457.3,7.2,,
236 WEST NINTH STREET,Multifamily Housing,,Boston,Suffolk,MA,,,,41500,,,2014,,142.1,,,,,,374.2,4.6,,
237 J.J. CARROLL,Multifamily Housing,,Boston,Suffolk,MA,,,,31500,,,2014,,170.5,,,,,,330.6,14.4,,
238 MEADE APARTMENTS,Multifamily Housing,,Boston,Suffolk,MA,,,,19500,,,2014,,193.4,,,,,,234.3,7.9,,
240 MLK TOWERS,Multifamily Housing,,Boston,Suffolk,MA,,,,82418,,,2014,,112.9,,,,,,587.4,5.4,,
241 EVA WHITE (CASTLE SQ),Multifamily Housing,,Boston,Suffolk,MA,,,,50500,,,2014,,162.4,,,,,,522.1,10.6,,
242 WALNUT PARK,Multifamily Housing,,Boston,Suffolk,MA,,,,104201,,,2014,,86.6,,,,,,778.2,6.4,,
244 FREDERICK DOUGLAS,Multifamily Housing,,Boston,Suffolk,MA,,,,43229,,,2014,,139,,,,,,496.4,9.9,,
245 AMORY STREET,Multifamily Housing,,Boston,Suffolk,MA,,,,156114,,,2014,,64.2,,,,,,931.3,6.2,,
247 GENERAL WARREN,Multifamily Housing,,Boston,Suffolk,MA,,,,47000,,,2014,,143.9,,,,,,460.1,8.5,,
249 TORRE UNIDAD,Multifamily Housing,,Boston,Suffolk,MA,,,,109724,,,2014,,96.1,,,,,,888.1,6,,
250 ROCKLAND TOWERS,Multifamily Housing,,Boston,Suffolk,MA,,,,39859,,,2014,,85.7,,,,,,309.4,7,,
251 CODMAN,Multifamily Housing,,Boston,Suffolk,MA,,,,52000,,,2014,,183.3,,,,,,626.1,11.4,,
252 HERITAGE,Multifamily Housing,,Boston,Suffolk,MA,,,,225606,,,2014,,81.7,,,,,,1443.8,4.1,,
253 ST. BOTOLPH,Multifamily Housing,,Boston,Suffolk,MA,,,,83094,,,2014,,70.3,,,,,,500,6.6,,
254 PASCIUCCO,Multifamily Housing,,Boston,Suffolk,MA,,,,60624,,,2014,,118,,,,,,467.8,4.3,,
257 LOWER MILLS,Multifamily Housing,,Boston,Suffolk,MA,,,,112674,,,2014,,77.2,,,,,,592.7,3.6,,
261 AUSONIA HOMES,Multifamily Housing,,Boston,Suffolk,MA,,,,49500,,,2014,,161.6,,,,,,502,7,,
262 HASSAN,Multifamily Housing,,Boston,Suffolk,MA,,,,70688,,,2014,,76.2,,,,,,521,5.4,,
270 SPRING STREET,Multifamily Housing,,Boston,Suffolk,MA,,,,67169,,,2014,,56.9,,,,,,369.9,7.3,,
271 PATRICIA WHITE,Multifamily Housing,,Boston,Suffolk,MA,,,,193087,,,2014,,85.6,,,,,,1062,6.1,,
272 ROSLYN,Multifamily Housing,,Boston,Suffolk,MA,,,,59000,,,2014,,170,,,,,,652.9,5.5,,
277 BELLFLOWER,Multifamily Housing,,Boston,Suffolk,MA,,,,56500,,,2014,,64.7,,,,,,265,7.9,,
283 PEABODY SQUARE,Multifamily Housing,,Boston,Suffolk,MA,,,,50500,,,2014,,142.6,,,,,,476.9,11.6,,
290 JOSEPH C. MALONE,Multifamily Housing,,Boston,Suffolk,MA,,,,52000,,,2014,,145.7,,,,,,463.9,7.5,,
298 HAMPTON HOUSE,Multifamily Housing,,Boston,Suffolk,MA,,,,43229,,,2014,,109.7,,,,,,405.4,9.6,,
299 WASHINGTON MANOR,Multifamily Housing,,Boston,Suffolk,MA,,,,43229,,,2014,,111,,,,,,419.5,11.1,,
300 CENTRAL OFFICE,Multifamily Housing,,Boston,Suffolk,MA,,,,88653,,,2014,,56,,,,,,407.5,0.7,,
501 WEST BROADWAY,Multifamily Housing,,Boston,Suffolk,MA,,,,388800,,,2014,,175.5,,,,,,4267.5,11.8,,
502 CAMDEN,Multifamily Housing,,Boston,Suffolk,MA,,,,45984,,,2014,,233.1,,,,,,637.7,12.8,,
504 FANEUIL,Multifamily Housing,,Boston,Suffolk,MA,,,,216568,,,2014,,182.4,,,,,,3049.7,10.4,,
505 FAIRMOUNT,Multifamily Housing,,Boston,Suffolk,MA,,,,181922,,,2014,,135,,,,,,1560.2,10.2,,
507 ARCHDALE,Multifamily Housing,,Boston,Suffolk,MA,,,,224000,,,2014,,146.1,,,,,,2012,11,,
508 ORIENT HEIGHTS,Multifamily Housing,,Boston,Suffolk,MA,,,,263200,,,2014,,155.2,,,,,,2432.8,12.7,,
510 GALLIVAN,Multifamily Housing,,Boston,Suffolk,MA,,,,198400,,,2014,,115.6,,,,,,1503.6,12.4,,
512 SOUTH STREET,Multifamily Housing,,Boston,Suffolk,MA,,,,104800,,,2014,,201.2,,,,,,1212.6,10,,
601/602 FRANKLIN FIELD FAMILY,Multifamily Housing,,Boston,Suffolk,MA,,,,94560,,,2014,,155.3,,,,,,847.6,9.7,,
603 MONSIGNOR POWERS,Multifamily Housing,,Boston,Suffolk,MA,,,,33500,,,2014,,116.5,,,,,,346.6,5.5,,
Bromley/Heath,Multifamily Housing,,Boston,Suffolk,MA,,,,813771,,,2014,,107.7,,,,,,5487.6,10.6,,
